x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA0
15915,20.585812,62.23046198,3.296115734,32384845
15916,20.7413,62.16195001,3.296506603,32382925
15917,20.062736,62.13076901,3.296333553,32383775
15918,20.654326,62.18738601,3.29660372,32382448
15919,20.886119,62.43846101,3.297057193,32380221
15920,20.74253,61.95969301,3.298247217,32374379
15921,21.739862,63.460409,3.299671734,32367390
15922,20.522223,60.72564401,3.300047533,32365547
15923,20.751555,62.43148699,3.300259419,32364508
15924,20.766735,61.97036,3.300990473,32360924
15925,20.651043,62.13077,3.303812732,32347099
15926,20.696582,62.22225699,3.311890357,32307628
15927,20.961196,62.51189701,3.341759859,32162917
15928,20.584992,61.87271902,3.387533321,31944880
15929,18.703559,62.15169301,3.395355642,31908061
15930,20.845094,62.29979498,3.400845842,31882295
15931,20.841812,62.39251298,3.403983648,31867597
15932,20.775761,61.90389898,3.406243513,31857024
15933,20.666633,62.107795,3.40927423,31842861
15934,20.891863,62.32318002,3.409614296,31841273
15935,20.594838,61.97856501,3.409793129,31840438
15936,20.457402,62.29487202,3.409795057,31840429
15937,24.325704,65.645431,3.40989808,31839948
15938,20.663761,58.544314,3.409877304,31840045
15939,20.120993,62.289129,3.409212775,31843148
15940,20.623556,62.13159002,3.409198429,31843215
15941,19.807967,62.13118,3.408832307,31844925
15942,20.783555,62.28256401,3.408788633,31845129
15943,20.506223,62.09589899,3.409353032,31842493
15944,20.677299,62.23825603,3.409116207,31843599
15945,20.795043,62.17712899,3.408719484,31845452
15946,20.825402,62.18615501,3.409085589,31843742
15947,20.672787,61.99046201,3.408572845,31846137
15948,20.5653,57.67129,3.408809613,31845031
15949,20.671556,58.91682599,3.408572845,31846137
15950,20.664992,62.21077001,3.408835732,31844909
15951,20.752377,62.16400099,3.407979748,31848908
15952,20.762222,62.09630799,3.408784137,31845150
15953,20.619864,62.19805201,3.408366496,31847101
15954,24.662934,66.139378,3.408713062,31845482
15955,20.667043,58.18903299,3.418766526,31798624
15956,20.178839,62.32153903,3.408562998,31846183
15957,20.96776,62.29897399,3.408535598,31846311
15958,20.640376,61.90102699,3.408497067,31846491
15959,20.428275,62.60994901,3.408510125,31846430
15960,20.883658,61.89569299,3.408413372,31846882
15961,20.658838,61.96256499,3.408530889,31846333
15962,19.645096,62.18205201,3.40841166,31846890
15963,20.861094,62.28830799,3.408198904,31847884
15964,20.672376,62.05323101,3.408619726,31845918
15965,20.663351,62.18492398,3.408418081,31846860
15966,20.310531,62.084821,3.408305279,31847387
15967,20.582531,62.199283,3.41907726,31797179
15968,20.544377,62.052411,3.40851462,31846409
15969,20.668684,62.27107699,3.408983887,31844217
15970,20.59853,62.141436,3.409480448,31841898
15971,21.167145,62.61364096,3.409730375,31840731
15972,20.475863,61.889129,3.410210819,31838488
15973,20.178018,62.053642,3.410182114,31838622
15974,20.90253,62.36666701,3.409843248,31840204
15975,20.593607,61.96584701,3.409881802,31840024
15976,20.221916,62.20789799,3.409944988,31839729
15977,20.760991,62.26492301,3.409741512,31840679
15978,20.695761,62.07907799,3.409751365,31840633
15979,20.176788,62.266565,3.409946487,31839722
15980,20.664171,62.033539,3.409380442,31842365
15981,20.600582,62.14061599,3.410036665,31839301
15982,21.891246,63.29794699,3.409870664,31840076
15983,20.502941,61.09610501,3.409946487,31839722
15984,20.179659,62.17794897,3.41021746,31838457
15985,20.67771,62.11887299,3.410069224,31839149
15986,20.797095,62.23825701,3.41016262,31838713
15987,21.045298,62.31374298,3.410296508,31838088
15988,20.770838,61.87313,3.41033357,31837915
15989,20.641607,62.05323099,3.410412622,31837546
15990,20.640376,62.28379501,3.410440045,31837418
15991,21.040375,62.474154,3.409559471,31841529
15992,20.763043,61.991283,3.409835323,31840241
15993,20.765504,62.16194899,3.410377273,31837711
15994,20.594018,61.977745,3.410122134,31838902
15995,20.628889,62.317846,3.410035166,31839308
15996,20.91935,62.309231,3.410388414,31837659
15997,20.781505,62.05938598,3.410083576,31839082
15998,20.610838,62.12666702,3.41025452,31838284
15999,20.411864,62.076616,3.4101789,31838637
16000,20.718325,62.23456501,3.410062584,31839180
16001,20.820888,62.32482,3.410372132,31837735
16002,20.536172,62.03353998,3.41033357,31837915
16003,20.623556,62.10697497,3.410220673,31838442
16004,20.565299,62.92748599,3.410151481,31838765
16005,20.59853,61.49610399,3.410059371,31839195
16006,20.741299,62.27518002,3.410214246,31838472
16007,20.905402,62.266565,3.410370846,31837741
16008,20.687966,61.91907802,3.410031953,31839323
16009,20.592376,62.16605099,3.410167761,31838689
16010,23.853089,65.41814899,3.410223886,31838427
16011,20.669505,58.96359603,3.410223886,31838427
16012,21.236478,62.74123,3.410186826,31838600
16013,20.687966,61.581438,3.410230527,31838396
16014,20.876684,62.29774401,3.410250021,31838305
16015,20.673197,62.00276996,3.4101789,31838637
16016,21.613914,63.06779401,3.410138414,31838826
16017,20.785607,61.358668,3.410099856,31839006
