x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA0
20019,21.37924699,62.69323105,3.383624143,31963328
20020,20.675248,61.38697597,3.383762823,31962673
20021,20.644069,62.21405199,3.383658865,31963164
20022,21.398118,62.87210098,3.383746731,31962749
20023,20.831145,61.573643,3.383751813,31962725
20024,20.806941,62.11107799,3.383624143,31963328
20025,20.716274,62.02410302,3.383494998,31963938
20026,20.814325,62.34123102,3.383706715,31962938
20027,20.750735,62.06964195,3.383794371,31962524
20028,20.6613,62.11312893,3.383740168,31962780
20029,21.027247,62.57302499,3.385935394,31952417
20030,20.596889,61.84605196,3.389207301,31936990
20031,19.341916,62.30923095,3.396179623,31904190
20032,18.564892,51.88955599,3.401019292,31881482
20033,20.612889,62.00194994,3.406196681,31857243
20034,20.273608,62.11517993,3.40730144,31852078
20035,20.59894,62.25302601,3.416419865,31809543
20036,20.632582,62.13077003,3.416112715,31810973
20037,20.634223,62.05897492,3.449299388,31657572
20038,21.506836,63.06369096,3.431433322,31739879
20039,20.612068,61.26143795,3.419122422,31796969
20040,20.171454,62.26533395,3.418062209,31801900
20041,20.699453,62.15866703,3.420313088,31791434
20042,26.303957,67.84850401,3.419208232,31796570
20043,20.48078701,56.472523,3.42333352,31777406
20044,20.815965,62.28584597,3.42131601,31786774
20045,20.729812,62.090565,3.418476474,31799973
20046,20.664581,62.26697496,3.419648949,31794521
20047,20.887761,62.26574397,3.420912636,31788648
20048,20.724479,62.06553888,3.418709545,31798889
20049,20.593196,62.07702601,3.416714381,31808172
20050,20.65104301,63.25610197,3.418351778,31800553
20051,24.005294,64.36625302,3.417392064,31805018
20052,20.59771,58.78472394,3.42283716,31779710
20053,19.850223,62.38471797,3.416353491,31809852
20054,19.926121,61.98964205,3.413211441,31824490
20055,19.668481,62.15415499,3.410741716,31836010
20056,20.718735,62.22184601,3.407138634,31852839
20057,20.461915,62.10820594,3.401284507,31880239
20058,20.679761,62.23620597,3.394947063,31909981
20059,20.801607,62.36133298,3.401387358,31879757
20060,20.656377,61.99866804,3.390793316,31929520
20061,20.221916,62.1533339,3.389885308,31933796
20062,20.671555,62.175897,3.388935646,31938270
20063,20.655555,62.18697503,3.387584223,31944640
20064,20.700684,62.09918106,3.386753827,31948556
20065,20.711761,62.13651302,3.384163032,31960783
20066,20.609197,62.05856499,3.381213316,31974721
20067,20.735556,62.27353904,3.380541291,31977899
20068,20.073814,62.27394894,3.379616687,31982273
20069,20.697812,62.03558996,3.379699112,31981883
20070,20.579658,62.05733395,3.378389963,31988079
20071,20.380274,62.20953897,3.379346184,31983553
20072,20.757299,62.22430801,3.380067104,31980142
20073,20.688787,62.195591,3.380151448,31979743
20074,20.813094,62.22348693,3.380097332,31979999
20075,20.963247,62.32030794,3.380297737,31979051
20076,20.733915,62.11600107,3.379254051,31983989
20077,19.87607,61.92276996,3.37940472,31983276
20078,20.755658,62.20338503,3.378549023,31987326
20079,20.655146,62.09179604,3.378308853,31988463
20080,20.196479,62.18984598,3.378773797,31986262
20081,20.706838,62.11805204,3.378565078,31987250
20082,20.771248,62.31374401,3.378480793,31987649
20083,22.045092,63.33569103,3.378447417,31987807
