x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA0
21334,20.063557,62.186564,3.713108414,30512250
21335,20.74253,62.11066794,3.704214109,30548860
21336,24.042627,65.49609703,3.714150807,30507968
21337,20.634223,58.82534,3.720958071,30480049
21338,20.196069,62.16564095,3.735134897,30422150
21339,20.62971,62.09097496,3.77068376,30278405
21340,20.756068,62.24358994,3.929962502,29658477
21341,21.234017,62.61774397,4.021139689,29320304
21342,20.681402,61.68810394,4.495001632,27731804
21343,19.554429,62.12830797,4.722878628,27054509
21344,20.631761,62.20297503,4.933359644,26471080
21345,20.540684,62.13282102,5.147337353,25915031
21346,21.260683,62.76297399,5.196008923,25793371
21347,20.668274,61.58307797,4.914065841,26522995
21348,20.611659,62.27805197,4.458821024,27844090
21349,14.318336,62.31866705,4.270963513,28449859
21350,20.72653,61.88625705,4.403041207,28019906
21351,19.65043,62.20871896,4.127975939,28938397
21352,21.331658,62.82861504,4.122425726,28957871
21353,20.727351,61.579386,4.066480422,29156387
21354,20.520992,62.22430801,4.13672982,28907762
21355,21.195452,62.61158901,4.085594867,29088103
21356,20.622736,61.69015601,4.039989386,29251823
21357,19.933096,62.16810298,4.094618909,29056032
21358,20.561607,62.21815401,4.074008363,29129437
21359,19.983146,62.22799999,4.086504892,29084864
21360,20.618633,62.13118094,4.113915866,28987806
21361,20.702735,62.35640994,4.152671407,28852222
21362,25.224574,66.68994197,4.144017839,28882331
21363,20.53371,57.54616198,4.221484295,28616101
21364,21.577401,63.05015302,4.141676101,28890495
21365,20.641197,61.22902802,4.172232259,28784508
21366,19.504788,62.32933298,4.142635331,28887150
21367,17.719356,61.99538597,4.245738729,28534247
21368,21.40058,62.91640899,4.627601846,27331600
21369,20.666633,61.50348905,5.621128389,24798836
21370,20.74089,62.13035998,4.35531219,28173020
21371,21.49617,62.94225499,3.880976999,29845064
21372,19.777609,61.42307904,4.103564014,29024346
21373,19.703762,62.09630805,3.794907095,30181615
21374,20.909505,62.30471897,3.87210729,29879227
21375,20.660069,61.96584705,3.839510426,30005794
21376,21.11094,62.61076903,3.80201308,30153397
21377,20.713812,61.9092311,3.82481876,30063367
21378,20.356069,57.00257298,3.773978341,30265186
21379,20.638736,62.16523197,3.775709481,30258247
21380,20.690428,62.16605204,3.814020916,30105893
21381,20.736786,62.18328199,3.750332267,30360448
21382,20.628889,62.04543695,3.745988884,30378044
21383,20.660889,62.19107702,3.735065652,30422432
21384,21.642631,63.00338402,3.740715209,30399450
21385,20.649402,61.20974591,3.7342977,30425560
21386,19.428891,62.25630796,3.776583612,30254745
21387,21.41576,62.78922999,3.740666481,30399648
21388,20.696171,61.43579701,3.708270034,30532149
21389,20.697813,62.26697502,3.719812751,30484741
