x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA0
23751,20.656787,58.98410901,4.134991691,28913837
23752,22.228476,63.72953594,4.043673106,29238496
23753,20.591146,60.64359298,4.084104757,29093409
23754,31.341898,52.13981193,4.135101525,28913453
23755,16.672793,51.823915,4.212723977,28645839
23756,20.674018,61.82471898,4.125254154,28947942
23757,20.2933,62.21159008,4.153584644,28849050
23758,20.672787,62.17753899,4.244269616,28539185
23759,21.308683,62.92912704,4.12872237,28935781
23760,20.737197,61.41036102,4.295920028,28367101
23761,22.12181,63.58184499,4.442264132,27895931
23762,20.252685,60.82041305,4.379861364,28093954
23763,12.569825,62.21692303,4.44412915,27890077
23764,20.513197,62.05036005,4.54945782,27565332
23765,20.882837,62.32769203,4.74946056,26978693
23766,20.62971,61.96297601,4.974774207,26360665
23767,20.731863,62.208718,5.152003809,25903292
23768,20.837709,62.21651304,4.904270533,26549469
23769,20.706838,62.07374495,4.902540146,26554154
23770,18.635867,62.15538499,5.204501062,25772319
23771,20.521813,62.08892402,5.102282772,26029198
23772,20.693299,62.11271796,5.319809303,25491478
23773,20.745812,62.22348809,4.973306671,26364554
23774,20.680581,62.11271802,5.158940664,25885871
23775,20.884889,62.38184705,4.896441795,26570685
23776,20.706017,61.87476996,5.041344136,26186043
23777,20.426633,62.08317995,5.105170218,26021836
23778,20.715043,62.18615502,5.157660627,25889083
23779,20.602222,62.11764094,5.339015949,25445585
23780,20.632992,62.19805205,5.22153168,25730255
23781,19.195046,62.73671803,5.529717351,25002969
23782,18.925097,54.32934591,5.050080493,26163383
23783,20.37371,61.69179597,4.940007762,26453262
23784,20.788478,62.26082098,4.398001979,28035954
23785,32.437691,73.97362301,4.337828444,28229739
23786,21.091248,50.71253201,4.606212105,27394986
23787,22.589501,63.71148497,4.187857247,28730760
23788,18.937815,60.17220902,4.147602843,28869846
23789,20.686325,62.11887199,4.09653555,29049234
23790,20.674017,62.28133395,4.023899374,29310248
23791,20.484479,62.11312899,3.97034174,29507275
23792,32.143537,52.90534899,3.97034174,29507275
23793,20.617402,50.74084008,4.07033927,29142563
23794,21.633605,63.13261402,3.920684376,29693549
23795,20.875043,61.41405302,3.88427503,29832391
23796,21.021094,62.36584696,3.954448118,29566513
23797,20.567761,61.75743702,3.939050739,29624243
23798,22.44263,63.93876699,3.956655609,29558264
