x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA0
5933,6471.426,6514.4466,2.605617607,36424006
5934,18.3644,54.4579,2.609454294,36397219
5935,20.7895,62.0712,2.607072394,36413842
5936,20.776,62.1098,2.605729922,36423221
5937,20.3708,51.8207,2.605044987,36428009
5938,20.8923,62.3093,2.613063945,36372071
5939,18.2224,56.946799,2.642656039,36167853
5940,20.7378,51.774501,2.621161849,36315843
5941,20.673,62.1574,2.644657588,36154164
5942,20.9616,62.4361,2.637448412,36203542
5943,20.733,62.0703,2.64723726,36136544
5944,20.4077,61.916,2.658354841,36060901
5945,20.917699,62.479999,2.65721773,36068616
5946,18.353201,59.387701,2.647137341,36137226
5947,20.649899,62.002499,2.644495203,36155274
5948,20.7187,62.219001,2.647429789,36135230
5949,20.659301,62.1959,2.655979603,36077022
5950,20.700199,62.231799,2.657079234,36069556
5951,20.889001,62.352901,2.67640778,35939076
5952,9.8177,56.4635,2.670737968,35977204
5953,18.585101,62.5269,2.648441862,36128325
5954,20.1345,61.6825,2.671744125,35970429
5955,18.2157,62.5713,2.673508313,35958559
5956,17.5028,59.1197,2.654720859,36085574
5957,12.803701,62.0431,2.646200985,36143619
5958,18.197501,67.8489,2.641573965,36175260
5959,20.5682,62.1982,2.637510482,36203116
5960,20.6102,62.2513,2.63561208,36216152
5961,20.7041,62.1793,2.636002923,36213467
5962,20.648601,64.695,2.634436729,36224230
5963,20.844,62.3957,2.636195683,36212143
5964,17.8521,59.1206,2.636065233,36213039
5965,20.664101,52.2191,2.631504982,36244403
5966,20.641,61.9662,2.629119371,36260843
5967,18.3681,57.2344,2.634503056,36223774
5968,20.6896,62.0309,2.629175637,36260455
5969,20.850399,62.254399,2.624271392,36294321
5970,20.8227,62.185601,2.617538004,36340973
5971,20.7995,62.0621,2.613844043,36366643
5972,18.1479,59.4878,2.61405393,36365183
5973,12.9474,61.8313,2.613989667,36365630
5974,20.634601,60.0677,2.614122508,36364706
5975,20.987699,62.264299,2.614075782,36365031
5976,20.2266,62.084001,2.6134551,36369349
5977,10.194199,51.431099,2.612512281,36375911
5978,20.6103,59.690901,2.611212253,36384965
5979,20.5522,70.0245,2.6079074,36408012
5980,20.927199,62.423399,2.606810803,36415669
5981,12.432201,53.519501,2.609254996,36398609
5982,18.594201,65.3188,2.607458338,36411147
5983,17.6665,59.2418,2.6052089,36426863
5984,20.4502,59.9474,2.607183371,36413067
5985,20.6098,62.2281,2.607677339,36409618
5986,20.3035,62.2053,2.603353976,36439838
5987,18.6133,64.61,2.603447997,36439180
5988,20.301,61.9808,2.604932716,36428794
5989,20.3607,59.9675,2.604850198,36429371
5990,20.5017,61.9744,2.604215501,36433810
5991,20.573,62.2664,2.604342021,36432925
5992,18.4022,64.6217,2.604563205,36431378
5993,20.690901,62.2101,2.605776567,36422895
5994,20.5919,62.1996,2.607166617,36413184
5995,20.7581,62.1805,2.607303234,36412230
5996,15.090399,56.608399,2.606348713,36418897
5997,20.7175,54.925101,2.606909307,36414981
5998,20.6358,62.0066,2.606600929,36417135
5999,18.6639,57.1272,2.606910882,36414970
6000,20.477999,62.247599,2.606810803,36415669
6001,20.774701,54.418101,2.604511588,36431739
6002,15.300699,56.588499,2.602444751,36446203
6003,20.8329,52.232501,2.602444751,36446203
6004,20.7119,61.95,2.602972515,36442508
6005,20.791099,62.307999,2.602357353,36446815
6006,20.691401,62.140601,2.603442138,36439221
6007,20.8408,62.2244,2.604796142,36429749
6008,20.789201,64.7079,2.606145621,36420316
6009,15.1508,56.5049,2.605134093,36427386
6010,20.697299,59.933599,2.603465287,36439059
6011,20.6165,62.1959,2.606478538,36417990
6012,20.5934,62.081401,2.606932645,36414818
6013,20.4389,62.403099,2.606582892,36417261
6014,20.8714,54.426901,2.607388446,36411635
6015,15.0559,56.2815,2.609446838,36397271
6016,17.8921,64.5712,2.614192095,36364222
6017,19.842,59.6945,2.615093243,36357956
6018,20.665701,67.8884,2.614511024,36362004
6019,20.794501,62.2577,2.614817067,36359876
6020,20.436901,69.9101,2.615311624,36356438
6021,20.295601,62.1817,2.615766171,36353279
6022,15.3093,51.7406,2.617483696,36341350
6023,20.473,59.6418,2.618336968,36335428
6024,20.702801,62.2022,2.619156485,36329743
6025,20.5824,62.3444,2.619525645,36327183
6026,20.7964,62.0914,2.61990325,36324565
6027,20.6982,62.2269,2.616006658,36351608
6028,20.9785,69.9937,2.612128662,36378582
6029,20.7502,62.0465,2.598326714,36475073
6030,20.648799,62.024799,2.598286823,36475353
6031,12.8384,54.320701,2.592732791,36514400
6032,20.7016,69.9588,2.591422806,36523628
6033,20.630999,62.264699,2.590347367,36531209
6034,14.982199,56.5071,2.591065387,36526147
6035,19.3413,62.629901,2.594845225,36499534
6036,20.6312,62.2825,2.599388736,36467621
6037,20.9168,62.1782,2.603671496,36437616
6038,20.534199,62.050499,2.618743867,36332605
6039,20.746,67.343801,2.646668588,36140426
6040,20.6951,62.142799,2.723400417,35627660
6041,20.3884,62.207701,2.669696767,35984219
6042,12.7938,54.2789,2.660106815,36049024
6043,18.7257,54.5826,2.651201368,36109518
6044,20.8458,69.9975,2.645643918,36147424
6045,20.6564,62.0344,2.643694765,36160747
6046,18.721599,67.457199,2.640473874,36182795
6047,20.5981,62.220301,2.622342338,36307668
6048,17.590701,58.9621,2.619733621,36325741
6049,20.7006,54.9723,2.621158384,36315867
6050,20.814999,62.271199,2.628200094,36267184
6051,20.538399,64.665,2.635251592,36218629
6052,12.5726,54.218001,2.646219728,36143491
6053,15.821,62.0242,2.674422157,35952415
6054,20.791599,59.901099,2.623453087,36299981
6055,20.6619,62.1007,2.636496513,36210077
6056,20.8549,62.239301,2.698572187,35791181
6057,10.1089,51.503099,2.663369326,36026938
6058,20.640901,57.241101,2.6292393,36260016
6059,20.424101,62.0565,2.604822884,36429562
6060,20.515599,64.760199,2.601022801,36456164
6061,18.2899,67.338901,2.601953696,36449642
6062,20.6497,62.1782,2.600653265,36458754
6063,20.8627,62.4667,2.60227096,36447420
6064,14.6866,58.0161,2.602117318,36448496
6065,18.6089,50.6947,2.603165235,36441159
6066,18.086199,59.302799,2.604291126,36433281
6067,15.9433,62.128201,2.605058288,36427916
6068,18.354901,64.9247,2.609717286,36395385
6069,20.8316,62.1855,2.614261398,36363740
6070,12.9793,61.884,2.612617572,36375178
6071,20.2763,59.9593,2.613276181,36370594
6072,18.534901,54.3289,2.61244865,36376354
6073,14.9963,56.7659,2.611649795,36381917
6074,18.278699,67.506899,2.61113977,36385470
6075,20.69,62.172901,2.608812036,36401699
6076,20.384301,67.2295,2.602286096,36447314
6077,20.708199,62.271999,2.600166141,36462169
6078,20.7413,62.192701,2.597336251,36482027
6079,20.616601,64.5976,2.596599113,36487205
6080,17.9713,56.7347,2.599262861,36468504
6081,18.1868,62.1438,2.600779527,36457869
6082,18.0325,64.9332,2.599728059,36465241
6083,20.575699,70.028999,2.603860292,36436295
6084,20.9181,62.450501,2.605526902,36424640
6085,20.8946,62.0639,2.614867265,36359527
6086,20.6936,61.9549,2.609819971,36394669
6087,20.5033,62.3679,2.606795055,36415779
6088,18.458799,51.640299,2.605394716,36425564
6089,20.6469,62.111201,2.604487424,36431908
6090,20.7888,62.2731,2.605048419,36427985
6091,20.5587,62.0998,2.606468661,36418059
6092,20.7103,67.282,2.606797489,36415762
6093,20.7038,69.9409,2.605308743,36426165
6094,20.3037,62.1809,2.604163894,36434171
6095,20.623001,62.0709,2.603556742,36438419
6096,18.2575,64.6058,2.60330411,36440187
6097,20.775401,52.1112,2.602652409,36444749
6098,20.654299,62.191699,2.600606901,36459079
6099,20.8897,67.503301,2.5896098,36536411
6100,18.1658,67.2046,2.587036739,36554576
6101,20.2435,61.6286,2.58565045,36564374
6102,20.285099,60.138699,2.585244028,36567248
6103,10.098301,51.406201,2.585174038,36567743
6104,20.381499,59.922899,2.584226555,36574446
6105,20.686199,62.0885,2.581904649,36590888
6106,20.5765,62.166001,2.575313875,36637680
6107,20.8599,54.4246,2.578697096,36613638
6108,20.652,62.1123,2.568104917,36689067
6109,20.9747,62.4209,2.568302038,36687659
6110,20.657799,67.125499,2.573525188,36650410
6111,20.502,62.125001,2.595157918,36497335
6112,18.65,52.0366,2.587236893,36553162
6113,20.778199,62.048799,2.591108375,36525844
6114,18.581601,62.144701,2.59065173,36529063
6115,20.7529,62.1202,2.590523085,36529970
6116,14.9486,59.1604,2.592208138,36518095
6117,20.6075,59.9075,2.593281469,36510537
6118,20.6224,62.0928,2.593397249,36509722
6119,20.7531,62.24,2.591777886,36521126
6120,20.7604,62.2392,2.587679184,36550038
6121,18.4995,54.4504,2.581110029,36596520
6122,18.054,59.4443,2.578497087,36615058
6123,15.450101,59.3832,2.580061443,36603956
6124,15.9439,62.4198,2.572497642,36657729
6125,20.716801,70.0309,2.5667997,36698394
6126,20.7662,62.2205,2.56286001,36726590
6127,20.721301,62.1076,2.612482979,36376115
6128,20.7913,62.2601,2.642153559,36171292
6129,20.7318,67.4198,2.622397808,36307284
6130,20.7389,62.1106,2.63891988,36193447
6131,20.7314,62.044,2.637066862,36206161
6132,20.5435,62.2243,2.744364661,35491319
6133,20.847101,62.3045,2.744359403,35491353
6134,20.6383,62.1114,2.795862047,35162940
6135,17.9657,64.288,2.935160861,34318405
6136,20.692801,59.9567,3.163346518,33057474
6137,20.583101,62.1685,3.18659758,32936651
6138,20.4908,62.2217,1967.316399,1325580
6139,18.510299,54.514999,3.042628012,33706885
6140,20.6908,62.1492,3.035712893,33745254
6141,20.7253,67.330501,3.041914665,33710837
6142,20.7825,62.2346,3.003215355,33927340
6143,20.609901,62.0272,2.953319167,34212740
6144,20.8511,62.3668,2.894948226,34555935
6145,21.011299,62.511999,2.81300013,35055662
6146,18.9313,67.124901,2.73347764,35561927
6147,18.6673,64.6349,2.624723213,36291197
6148,20.7385,70.0199,2.587145448,36553808
6149,20.8193,62.3934,2.573319321,36651876
6150,15.187,56.547,2.573732766,36648932
6151,20.6391,67.6365,2.573750744,36648804
6152,20.8352,62.1866,2.574239456,36645325
6153,20.7272,62.0225,2.574494473,36643510
6154,15.3202,56.812999,2.575038355,36639640
6155,20.687,51.996501,2.575354785,36637389
6156,20.761699,62.239099,2.575853938,36633839
6157,20.648499,62.1099,2.577359166,36623140
6158,20.703299,62.102,2.578830637,36612690
6159,20.745999,62.1652,2.57961448,36607127
6160,20.606199,67.4239,2.561803835,36734160
6161,20.844599,62.2026,2.55685258,36769710
6162,20.4956,62.088701,2.589824288,36534898
6163,20.6522,62.1499,2.595121512,36497591
6164,20.655701,62.3281,2.593931358,36505963
6165,20.609399,62.110599,2.590419978,36530697
6166,12.9172,62.199101,2.589542184,36536888
6167,20.727899,59.667199,2.591105821,36525862
6168,18.296801,54.438801,2.592592206,36515390
6169,20.424901,61.8353,2.590472736,36530325
6170,20.7816,67.7975,2.584096693,36575365
6171,20.5432,62.0202,2.551457418,36808565
6172,10.1759,54.2544,2.597647686,36479840
6173,20.778,59.829899,2.68325372,35893200
6174,20.4002,62.107201,2.662387992,36033577
6175,9.895501,51.2454,2.644787213,36153278
6176,19.7474,59.5857,2.644787213,36153278
6177,20.6822,54.9448,2.670162746,35981079
6178,20.7863,62.1781,2.690594897,35844200
6179,20.7502,62.0691,2.687887296,35862249
6180,10.031,51.7691,2.696736888,35803358
6181,18.340799,64.869599,2.811313682,35066175
6182,20.481999,62.0761,2.730413141,35581878
6183,20.9462,52.149901,2.696965727,35801839
6184,20.783299,62.042099,2.659848564,36050774
6185,20.810401,62.214201,2.656315193,36074743
6186,20.6766,59.643,2.675797821,35943172
6187,12.7477,54.0853,2.65671227,36072047
6188,20.8081,59.911,2.64984492,36118759
6189,18.193701,67.1768,2.641844311,36173409
6190,17.9289,59.3412,2.635841626,36214575
6191,20.649,57.2154,2.635697665,36215564
6192,20.7738,67.2856,2.635338615,36218031
6193,20.0561,61.7326,2.639537404,36189213
6194,20.7621,54.9666,2.640030528,36185833
6195,20.5703,62.1584,2.642014048,36172247
6196,12.889,54.3456,2.642093809,36171701
6197,20.5886,57.1065,2.631577298,36243905
6198,10.062601,51.5035,2.62261465,36305783
6199,20.527899,54.572899,2.600071584,36462832
6200,20.8066,67.442801,2.602002667,36449299
6201,19.726799,61.674499,2.609393355,36397644
6202,20.8666,54.9836,2.603216812,36440798
6203,17.7946,59.264401,2.593623717,36508128
6204,20.7664,52.1847,2.593623717,36508128
6205,18.6162,59.5267,2.550382652,36816320
6206,18.4416,59.6005,2.54846902,36830140
6207,20.7329,62.2289,2.544944417,36855635
6208,18.0438,61.9365,2.546074479,36847455
6209,20.130801,61.7992,2.547896042,36834281
6210,20.826201,60.1231,2.560813967,36741259
6211,20.6658,62.1909,2.563668976,36720795
6212,20.6771,59.4197,2.573651024,36649514
6213,18.5959,57.2103,2.576139435,36631809
6214,20.6531,61.9926,2.575570036,36635858
6215,20.7605,62.1923,2.575856329,36633822
6216,20.668,62.1165,2.577169305,36624489
6217,20.737399,62.215799,2.5766232,36628370
6218,15.183599,56.5895,2.584808016,36570332
6219,20.7033,59.942801,2.582095175,36589538
6220,20.5522,62.0946,2.584710197,36571024
6221,20.689199,62.235499,2.586972479,36555030
6222,20.6677,62.117601,2.598661554,36472723
6223,20.3526,62.215,2.600027517,36463141
6224,18.713699,67.351599,2.599427798,36467347
6225,20.789601,67.458801,2.604492429,36431873
6226,18.0454,56.671,2.608187496,36406057
6227,20.6966,59.9028,2.607407351,36411503
6228,20.730801,62.115,2.606632566,36416914
6229,20.4721,62.0788,2.615835824,36352795
6230,18.5253,67.416199,2.643873307,36159526
6231,20.560299,62.1105,2.699980563,35781845
6232,20.8278,62.310501,2.794869211,35169185
6233,20.633,62.0429,3.184319195,32948432
6234,13.0093,54.3785,0.047974046,268435455
6235,20.5785,59.459,0.047974046,268435455
6236,21.240701,62.6995,0.047974046,268435455
6237,20.6777,67.1587,0.047974046,268435455
6238,18.7789,67.2628,2.979303697,34063217
6239,20.612201,62.0951,2.897450888,34541008
6240,20.6539,62.2334,2.870724259,34701425
6241,20.7103,62.158,2.833960517,34925783
6242,20.6327,62.1597,2.792009878,35187189
6243,20.798201,64.8807,2.767599781,35342023
6244,15.2918,56.6943,2.667340545,36000109
6245,20.8217,52.138999,2.644899583,36152510
6246,20.6061,67.397901,2.636425451,36210565
6247,20.6594,59.4995,2.614719985,36360551
6248,18.5679,57.0439,2.604746234,36430098
6249,20.653201,62.1244,2.620418874,36320991
6250,20.702,62.1532,2.619707658,36325921
6251,20.657,62.1591,2.619288133,36328830
