x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
17633,1649007.999176,1649041.7657269984,3.7960804809197524,0.04797404564263231,Infinity,Infinity,30176950,268435455,0,0,4.49671596288681,39.99999985098839,0,0,
17634,2.7495369999669492,51.42274800688028,3.783868753633101,0.04797404564263231,Infinity,Infinity,30225606,268435455,0,0,4.503966271877289,39.99999985098839,0,0,
17635,7.168408000143245,56.98090000450611,3.7689817103250234,0.04797404564263231,Infinity,Infinity,30285241,268435455,0,0,4.51285257935524,39.99999985098839,0,0,
17636,4.136202999856323,52.016388000920415,3.634724259526588,0.04797404564263231,Infinity,Infinity,30839499,268435455,0,0,4.595443457365036,39.99999985098839,0,0,
17637,2.990356999915093,51.643465999513865,3.803767585302132,0.04797404564263231,Infinity,Infinity,30146442,268435455,0,0,4.492169916629791,39.99999985098839,0,0,
17638,3.5417420000303537,51.853518003597856,3.6249149226009107,0.04797404564263231,Infinity,Infinity,30881198,268435455,0,0,4.6016570925712585,39.99999985098839,0,0,
17639,4.982972000027075,53.836285004392266,3.729226283217572,0.04797404564263231,Infinity,Infinity,30446241,268435455,0,0,4.536843448877335,39.99999985098839,0,0,
17640,5.933125999756157,51.867055997252464,3.73381564096435,0.04797404564263231,Infinity,Infinity,30427524,268435455,0,0,4.534054398536682,39.99999985098839,0,0,
17641,4.933331000152975,51.89044000022113,3.824789498373981,0.04797404564263231,Infinity,Infinity,30063482,268435455,0,0,4.479807913303375,39.99999985098839,0,0,
17642,3.1331269999500364,52.01679899357259,3.9426427746992303,0.04797404564263231,Infinity,Infinity,29610745,268435455,0,0,4.412344843149185,39.99999985098839,0,0,
17643,4.735998000251129,51.71936400420964,3.963289182365233,0.04797404564263231,Infinity,Infinity,29533517,268435455,0,0,4.4008369743824005,39.99999985098839,0,0,
17644,3.884715999942273,50.89802999980748,3.822655322621844,0.04797404564263231,Infinity,Infinity,30071873,268435455,0,0,4.481058269739151,39.99999985098839,0,0,
17645,6.971484000328928,55.921618005260825,3.786006108958306,0.04797404564263231,Infinity,Infinity,30217073,268435455,0,0,4.502694755792618,39.99999985098839,0,0,
17646,5.0342550000641495,53.817004000768065,3.8804556013112186,0.04797404564263231,Infinity,Infinity,29847069,268435455,0,0,4.447559863328934,39.99999985098839,0,0,
17647,4.018870000261813,50.8225430008024,3.761495547978132,0.04797404564263231,Infinity,Infinity,30315363,268435455,0,0,4.517341107130051,39.99999985098839,0,0,
17648,2.964511000085622,50.835671002045274,3.8802707318789453,0.04797404564263231,Infinity,Infinity,29847780,268435455,0,0,4.447665810585022,39.99999985098839,0,0,
17649,4.9796909999568015,53.8165940027684,3.6607858043250237,0.04797404564263231,Infinity,Infinity,30729528,268435455,0,0,4.57905650138855,39.99999985098839,0,0,
17650,3.5848189999815077,50.909106995910406,3.6211845684085233,0.04797404564263231,Infinity,Infinity,30897100,268435455,0,0,4.604026675224304,39.99999985098839,0,0,
17651,5.039586999686435,53.04161900281906,3.7772542671445124,0.04797404564263231,Infinity,Infinity,30252059,268435455,0,0,4.507908076047897,39.99999985098839,0,0,
17652,3.9396910001523793,51.75341500155628,3.993765082824572,0.04797404564263231,Infinity,Infinity,29420618,268435455,0,0,4.3840137124061584,39.99999985098839,0,0,
17653,3.1561010000295937,51.929825000464916,3.999230708297206,0.04797404564263231,Infinity,Infinity,29400507,268435455,0,0,4.381016939878464,39.99999985098839,0,0,
17654,3.961434999946505,51.68326099961996,4.1640316620008235,0.04797404564263231,Infinity,Infinity,28812838,268435455,0,0,4.293447434902191,39.99999985098839,0,0,
17655,2.975588000146672,51.862132001668215,4.019646045478457,0.04797404564263231,Infinity,Infinity,29325751,268435455,0,0,4.369877427816391,39.99999985098839,0,0,
17656,3.405126999830827,52.28059400431812,4.0323478069919245,0.04797404564263231,Infinity,Infinity,29279527,268435455,0,0,4.362989515066147,39.99999985098839,0,0,
17657,4.320407999912277,52.756080996245146,3.978606860220333,0.04797404564263231,Infinity,Infinity,29476610,268435455,0,0,4.392357170581818,39.99999985098839,0,0,
17658,4.948100999929011,52.51074799709022,3.854469919161618,0.04797404564263231,Infinity,Infinity,29947510,268435455,0,0,4.462526738643646,39.99999985098839,0,0,
17659,4.411074999952689,52.05208100005984,3.8580752274467573,0.04797404564263231,Infinity,Infinity,29933514,268435455,0,0,4.460441172122955,39.99999985098839,0,0,
17660,6.575997000094503,52.37413200177252,3.8580752274467573,0.04797404564263231,Infinity,Infinity,29933514,268435455,0,0,4.460441172122955,39.99999985098839,0,0,
17661,4.885330999735743,51.14664600044489,3.7010196414321195,0.04797404564263231,Infinity,Infinity,30562041,268435455,0,0,4.55409899353981,39.99999985098839,0,0,
17662,5.047793000005186,51.98849199526012,3.855499013144039,0.04797404564263231,Infinity,Infinity,29943513,268435455,0,0,4.461931139230728,39.99999985098839,0,0,
17663,4.852101000025868,53.75915699824691,3.9169648659981804,0.04797404564263231,Infinity,Infinity,29707644,268435455,0,0,4.426783919334412,39.99999985098839,0,0,
17664,0.1464620002079755,50.1234669983387,3.8078064227049633,0.04797404564263231,Infinity,Infinity,30130450,268435455,0,0,4.489786922931671,39.99999985098839,0,0,
17665,3.2307680000085384,51.8929010014981,3.698302717389697,0.04797404564263231,Infinity,Infinity,30573265,268435455,0,0,4.555771499872208,39.99999985098839,0,0,
17666,2.081230000127107,50.731057001277804,3.834307022878308,0.04797404564263231,Infinity,Infinity,30026147,268435455,0,0,4.474244564771652,39.99999985098839,0,0,
17667,2.218256000196561,52.013516994193196,3.8078231045699638,0.04797404564263231,Infinity,Infinity,30130384,268435455,0,0,4.489777088165283,39.99999985098839,0,0,
17668,6.679381999885663,54.550952000543475,3.9689491966924955,0.04797404564263231,Infinity,Infinity,29512451,268435455,0,0,4.397697895765305,39.99999985098839,0,0,
17669,4.16902400017716,51.24387599900365,4.160636652045513,0.04797404564263231,Infinity,Infinity,28824591,268435455,0,0,4.295198768377304,39.99999985098839,0,0,
17670,4.66666500037536,52.560799000784755,4.409836872138393,0.04797404564263231,Infinity,Infinity,27998308,268435455,0,0,4.172073006629944,39.99999985098839,0,0,
17671,5.145433999830857,51.92777399905026,5.720466652815729,0.04797404564263231,Infinity,Infinity,24582572,268435455,0,0,3.6630886793136597,39.99999985098839,0,0,
17672,6.002869000192732,51.73044000193477,5.115717902580312,0.04797404564263231,Infinity,Infinity,25994996,268435455,0,0,3.8735562562942505,39.99999985098839,0,0,
17673,4.879586999770254,52.01433699950576,4.031819568730782,0.04797404564263231,Infinity,Infinity,29281445,268435455,0,0,4.363275319337845,39.99999985098839,0,0,
17674,3.9528189999982715,51.753005001693964,5.0729171367417925,0.04797404564263231,Infinity,Infinity,26104427,268435455,0,0,3.88986274600029,39.99999985098839,0,0,
17675,4.722869999939576,50.6071589961648,5.087646439325499,0.04797404564263231,Infinity,Infinity,26066612,268435455,0,0,3.8842278718948364,39.99999985098839,0,0,
17676,2.6921019998844713,50.05823599733412,4.632212979328527,0.04797404564263231,Infinity,Infinity,27317993,268435455,0,0,4.070698171854019,39.99999985098839,0,0,
17677,2.9792809998616576,51.894952999427915,4.849425411842633,0.04797404564263231,Infinity,Infinity,26699179,268435455,0,0,3.9784877002239227,39.99999985098839,0,0,
17678,3.9634859999641776,50.916901998221874,5.695561430097181,0.04797404564263231,Infinity,Infinity,24636260,268435455,0,0,3.6710888147354126,39.99999985098839,0,0,
17679,4.964099999982864,52.80325999669731,15.235478926451925,0.04797404564263231,Infinity,Infinity,15063122,268435455,0,0,2.244580090045929,39.99999985098839,0,0,
17680,5.761638999916613,51.81577400304377,77.07288856197817,0.04797404564263231,Infinity,Infinity,6697184,268435455,0,0,0.9979581832885742,39.99999985098839,0,0,
17681,5.917946000117809,51.89864500053227,7.687964824797255,0.04797404564263231,Infinity,Infinity,21204955,268435455,0,0,3.1597845256328583,39.99999985098839,0,0,
17682,2.96081899991259,51.831362998113036,4.75891805990135,0.04797404564263231,Infinity,Infinity,26951872,268435455,0,0,4.016141891479492,39.99999985098839,0,0,
17683,4.88245900021866,52.187466003000736,4.01490109004201,0.04797404564263231,Infinity,Infinity,29343075,268435455,0,0,4.372458904981613,39.99999985098839,0,0,
17684,2.0836920000147074,50.64367199502885,4.229268531481405,0.04797404564263231,Infinity,Infinity,28589754,268435455,0,0,4.260205328464508,39.99999985098839,0,0,
17685,11.261944999918342,56.13248999975622,4.151161140730559,0.04797404564263231,Infinity,Infinity,28857470,268435455,0,0,4.300098121166229,39.99999985098839,0,0,
17686,4.975997000001371,50.47136299684644,4.284505755643284,0.04797404564263231,Infinity,Infinity,28404862,268435455,0,0,4.232654273509979,39.99999985098839,0,0,
17687,5.21230599982664,52.81105599924922,4.526621367960677,0.04797404564263231,Infinity,Infinity,27634777,268435455,0,0,4.1179026663303375,39.99999985098839,0,0,
17688,4.94563900004141,50.89802999980748,4.720452704456966,0.04797404564263231,Infinity,Infinity,27061460,268435455,0,0,4.032471776008606,39.99999985098839,0,0,
17689,4.982972000027075,51.867875998839736,4.822681881041039,0.04797404564263231,Infinity,Infinity,26773105,268435455,0,0,3.9895035326480865,39.99999985098839,0,0,
17690,2.26543499995023,51.55772299692035,4.481439025984942,0.04797404564263231,Infinity,Infinity,27773736,268435455,0,0,4.138609170913696,39.99999985098839,0,0,
17691,5.036305000074208,52.223978001624346,5.011103480025409,0.04797404564263231,Infinity,Infinity,26264937,268435455,0,0,3.913780599832535,39.99999985098839,0,0,
17692,3.0904600000940263,51.929825000464916,4.80242312551567,0.04797404564263231,Infinity,Infinity,26829516,268435455,0,0,3.997909426689148,39.99999985098839,0,0,
17693,9.126970999874175,56.95013099908829,4.823908811201841,0.04797404564263231,Infinity,Infinity,26769700,268435455,0,0,3.988996148109436,39.99999985098839,0,0,
17694,4.991177000105381,51.6496189981699,4.48258745085373,0.04797404564263231,Infinity,Infinity,27770178,268435455,0,0,4.138078987598419,39.99999985098839,0,0,
17695,4.835690000094473,50.93577399849892,4.2286313231309025,0.04797404564263231,Infinity,Infinity,28591908,268435455,0,0,4.2605262994766235,39.99999985098839,0,0,
17696,3.183588000247255,52.97187600284815,4.37850066961705,0.04797404564263231,Infinity,Infinity,28098319,268435455,0,0,4.186975806951523,39.99999985098839,0,0,
17697,2.9780500000342727,51.68079899996519,5.075196637941655,0.04797404564263231,Infinity,Infinity,26098564,268435455,0,0,3.8889890909194946,39.99999985098839,0,0,
17698,3.486767999827862,52.332697002217174,4.870220259293792,0.04797404564263231,Infinity,Infinity,26642118,268435455,0,0,3.9699849486351013,39.99999985098839,0,0,
17699,3.0104609997943044,51.4555689971894,4.7037556037404595,0.04797404564263231,Infinity,Infinity,27109448,268435455,0,0,4.03962254524231,39.99999985098839,0,0,
17700,4.579279999947175,53.83546500094235,4.157403227123447,0.04797404564263231,Infinity,Infinity,28835798,268435455,0,0,4.296868741512299,39.99999985098839,0,0,
17701,6.11651000007987,52.9333109986037,4.245209665036345,0.04797404564263231,Infinity,Infinity,28536025,268435455,0,0,4.252199083566666,39.99999985098839,0,0,
17702,5.489228000165895,50.79464600235224,4.178304627100702,0.04797404564263231,Infinity,Infinity,28763584,268435455,0,0,4.286108016967773,39.99999985098839,0,0,
17703,4.037331999978051,50.864800000563264,4.391663444490208,0.04797404564263231,Infinity,Infinity,28056179,268435455,0,0,4.180696457624435,39.99999985098839,0,0,
17704,4.058255000039935,51.84695300087333,4.391663444490208,0.04797404564263231,Infinity,Infinity,28056179,268435455,0,0,4.180696457624435,39.99999985098839,0,0,
17705,4.912817999720573,52.83690099790692,4.146786080894353,0.04797404564263231,Infinity,Infinity,28872689,268435455,0,0,4.302365928888321,39.99999985098839,0,0,
17706,5.010048999916762,52.939876006916165,4.317948374776617,0.04797404564263231,Infinity,Infinity,28294650,268435455,0,0,4.216231405735016,39.99999985098839,0,0,
17707,2.3175379997119308,50.20551800355315,4.233405306191137,0.04797404564263231,Infinity,Infinity,28575782,268435455,0,0,4.258123338222504,39.99999985098839,0,0,
17708,3.131897000130266,52.5956710036844,4.37349105555416,0.04797404564263231,Infinity,Infinity,28114407,268435455,0,0,4.189373105764389,39.99999985098839,0,0,
17709,3.5807170001789927,51.82110700197518,4.432382350430726,0.04797404564263231,Infinity,Infinity,27927010,268435455,0,0,4.161448776721954,39.99999985098839,0,0,
17710,3.982766999863088,51.73413200303912,4.79191890068854,0.04797404564263231,Infinity,Infinity,26858906,268435455,0,0,4.00228887796402,39.99999985098839,0,0,
17711,5.0022539999336,53.883875001221895,4.59905295904209,0.04797404564263231,Infinity,Infinity,27416300,268435455,0,0,4.085347056388855,39.99999985098839,0,0,
17712,6.020920000271872,51.940902000293136,4.625920684602187,0.04797404564263231,Infinity,Infinity,27336566,268435455,0,0,4.0734657645225525,39.99999985098839,0,0,
17713,1.9778449998702854,50.75197900086641,4.9690733627273405,0.04797404564263231,Infinity,Infinity,26375782,268435455,0,0,3.9302977919578552,39.99999985098839,0,0,
17714,4.088612999999896,51.96838899888098,4.61654286377552,0.04797404564263231,Infinity,Infinity,27364317,268435455,0,0,4.077600985765457,39.99999985098839,0,0,
17715,3.531486000167206,51.99915900081396,5.0000388103344235,0.04797404564263231,Infinity,Infinity,26293982,268435455,0,0,3.918108642101288,39.99999985098839,0,0,
17716,4.816408999962732,51.70459400117397,4.844024921461666,0.04797404564263231,Infinity,Infinity,26714058,268435455,0,0,3.9807048439979553,39.99999985098839,0,0,
17717,5.7497420001309365,52.857003996148705,4.888245381170672,0.04797404564263231,Infinity,Infinity,26592952,268435455,0,0,3.962658643722534,39.99999985098839,0,0,
17718,2.9702560000587255,51.87731199897826,4.716297976793565,0.04797404564263231,Infinity,Infinity,27073377,268435455,0,0,4.034247547388077,39.99999985098839,0,0,
17719,4.939074999652803,51.80510700121522,5.009583606228133,0.04797404564263231,Infinity,Infinity,26268921,268435455,0,0,3.9143742620944977,39.99999985098839,0,0,
17720,2.9362040001433343,51.80838899873197,5.040411311737919,0.04797404564263231,Infinity,Infinity,26188466,268435455,0,0,3.9023855328559875,39.99999985098839,0,0,
17721,2.5312810000032187,51.88469600118697,5.374125870812905,0.04797404564263231,Infinity,Infinity,25362329,268435455,0,0,3.7792815268039703,39.99999985098839,0,0,
17722,3.832613999955356,52.923875998705626,4.868925551366246,0.04797404564263231,Infinity,Infinity,26645660,268435455,0,0,3.9705127477645874,39.99999985098839,0,0,
17723,5.09087000018917,53.01987600326538,4.7579678972706025,0.04797404564263231,Infinity,Infinity,26954563,268435455,0,0,4.016542881727219,39.99999985098839,0,0,
17724,5.047382000135258,52.80202899873257,4.8589667936881575,0.04797404564263231,Infinity,Infinity,26672952,268435455,0,0,3.9745795726776123,39.99999985098839,0,0,
17725,2.8808190000709146,50.644492000341415,5.314747601249797,0.04797404564263231,Infinity,Infinity,25503614,268435455,0,0,3.800334632396698,39.99999985098839,0,0,
17726,4.919383000116795,51.87813300266862,5.137832096714201,0.04797404564263231,Infinity,Infinity,25938992,268435455,0,0,3.865211009979248,39.99999985098839,0,0,
17727,4.976818999974057,51.91054300032556,5.922717737298576,0.04797404564263231,Infinity,Infinity,24159199,268435455,0,0,3.600001186132431,39.99999985098839,0,0,
17728,2.702767999842763,51.7886960003525,5.39056919149846,0.04797404564263231,Infinity,Infinity,25323617,268435455,0,0,3.773512989282608,39.99999985098839,0,0,
17729,4.980100000044331,52.20551700331271,5.486066576604181,0.04797404564263231,Infinity,Infinity,25102242,268435455,0,0,3.740525543689728,39.99999985098839,0,0,
17730,4.9017419998999685,51.597107999026775,5.347869638178007,0.04797404564263231,Infinity,Infinity,25424513,268435455,0,0,3.7885476648807526,39.99999985098839,0,0,
17731,4.213742000050843,51.09823499806225,5.592801180484099,0.04797404564263231,Infinity,Infinity,24861559,268435455,0,0,3.7046609818935394,39.99999985098839,0,0,
17732,6.162870000116527,51.675055999308825,4.777218220393327,0.04797404564263231,Infinity,Infinity,26900200,268435455,0,0,4.008442163467407,39.99999985098839,0,0,
17733,5.42809999990277,50.22602999396622,4.989960429196192,0.04797404564263231,Infinity,Infinity,26320522,268435455,0,0,3.922063410282135,39.99999985098839,0,0,
17734,4.678973000030965,51.47115899436176,5.633066535970274,0.04797404564263231,Infinity,Infinity,24772544,268435455,0,0,3.691396713256836,39.99999985098839,0,0,
17735,4.631793000036851,51.78910700418055,5.1938524947874685,0.04797404564263231,Infinity,Infinity,25798725,268435455,0,0,3.8443095982074738,39.99999985098839,0,0,
17736,4.959588000085205,51.87936299853027,5.601381482198279,0.04797404564263231,Infinity,Infinity,24842510,268435455,0,0,3.7018224596977234,39.99999985098839,0,0,
17737,4.912818999961019,51.86377399787307,5.173471238545359,0.04797404564263231,Infinity,Infinity,25849493,268435455,0,0,3.8518746197223663,39.99999985098839,0,0,
17738,4.927998000057414,51.85228600166738,5.008377431711746,0.04797404564263231,Infinity,Infinity,26272084,268435455,0,0,3.914845585823059,39.99999985098839,0,0,
